pacid,affiliateid,orgid,ultorg,total,pacs,indivs,releasedate,rank,client,registrant,numlobbyists,loborgid,cid,cycle,name
C00004036,,D000000077,Service Employees International Union,12555,5000,7555,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00049757,2024,lee-summer
"         ",,D000000750,Stanford University,12378,0,12378,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00049757,2024,lee-summer
"         ",,"          ",RIVERSIDE,12267,0,12267,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00049757,2024,lee-summer
"         ",,D000032358,Carnegie Mellon University,10905,0,10905,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00049757,2024,lee-summer
C70000666,,D000000102,United Steelworkers,10807,10000,807,2024-05-21 00:00:00 +0000,20," "," ",0,"          ",N00049757,2024,lee-summer
,,,,,,,,,,,,,N00049757,2024,lee-summer
C00299321,,D000000193,MGM Resorts International,29800,10000,19800,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00037247,2024,lee-susie
"         ",,D000107567,Eo Solutions,27200,0,27200,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00037247,2024,lee-susie
C00574970,,"          ",Fair Shot PAC,23200,10000,13200,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00037247,2024,lee-susie
C00096156,,D000000334,Honeywell International,22600,16000,6600,2024-05-21 00:00:00 +0000,4,x," ",0,D000000334,N00037247,2024,lee-susie
"         ",,D000057692,"Town of Lexington, MA",15300,0,15300,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00037247,2024,lee-susie
C00696591,,D000088444,Across the Aisle PAC,15000,15000,0,2024-05-21 00:00:00 +0000,6," "," ",0,"          ",N00037247,2024,lee-susie
C00361758,,"          ",T-Mobile USA,14500,14500,0,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00037247,2024,lee-susie
C00350744,,D000000085,Goldman Sachs,13450,0,13450,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00037247,2024,lee-susie
"         ",,"          ",Aristocrat Technologies,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00037247,2024,lee-susie
"         ",,D000031633,ART Advisors LLC,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00037247,2024,lee-susie
"         ",,D000000684,Duchossois Group,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00037247,2024,lee-susie
"         ",,D000092442,Familee Properties,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00037247,2024,lee-susie
"         ",,D000000333,"Kleiner, Perkins et al",13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00037247,2024,lee-susie
"         ",,D000084350,Rivulet Capital,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00037247,2024,lee-susie
"         ",,D000030471,Top Rank Inc,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00037247,2024,lee-susie
C00284885,,D000000419,Home Depot,12573,12500,73,2024-05-21 00:00:00 +0000,16,x," ",0,D000000419,N00037247,2024,lee-susie
C00039578,,D000000433,Council of Insurance Agents & Brokers,12500,12500,0,2024-05-21 00:00:00 +0000,17,x," ",0,D000000433,N00037247,2024,lee-susie
"         ",,D000083653,Haberfeld Assoc,12400,0,12400,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00037247,2024,lee-susie
"         ",,"          ",Keller Williams Vip,12400,0,12400,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00037247,2024,lee-susie
"         ",,D000030676,"University of Nevada                    ",11904,0,11904,2024-05-21 00:00:00 +0000,20," "," ",0,"          ",N00037247,2024,lee-susie
,,,,,,,,,,,,,N00037247,2024,lee-susie
C00552851,,D000068902,House Freedom Fund,14900,5000,9900,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00042056,2024,lesko-debbie
C00797670,,D000046963,American Israel Public Affairs Cmte,14250,0,14250,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00042056,2024,lesko-debbie
"         ",,D000031960,Bill Luke Chrysler/Jeep/Dodge,13200,0,13200,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00042056,2024,lesko-debbie
C00096156,,D000000334,Honeywell International,10000,10000,0,2024-05-21 00:00:00 +0000,4,x," ",0,D000000334,N00042056,2024,lesko-debbie
C00144774,,D000000168,Southern Co,10000,10000,0,2024-05-21 00:00:00 +0000,4,x," ",0,D000000168,N00042056,2024,lesko-debbie
"         ",,D000000109,Blue Cross/Blue Shield,9250,4000,5250,2024-05-21 00:00:00 +0000,6," "," ",0,"          ",N00042056,2024,lesko-debbie
C00010421,,D000000187,Associated Builders & Contractors,6000,6000,0,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00042056,2024,lesko-debbie
"         ",,"          ",Tsmc,5500,0,5500,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00042056,2024,lesko-debbie
C00107300,,"          ",American Airlines,5000,5000,0,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00042056,2024,lesko-debbie
C00012880,,D000000298,American Physical Therapy Assn,5000,5000,0,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00042056,2024,lesko-debbie
C00351197,,D000021834,American Society of Interventional Pain Physicians,5000,5000,0,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00042056,2024,lesko-debbie
C00469429,,D000065616,CMR PAC,5000,5000,0,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00042056,2024,lesko-debbie
C00015933,,D000000658,Pinnacle West Capital,5000,5000,0,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00042056,2024,lesko-debbie
C00048579,,"          ",Salt River Valley Water Users' Assn,5000,5000,0,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00042056,2024,lesko-debbie
C00076737,,D000029141,Southwest Gas,5000,5000,0,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00042056,2024,lesko-debbie
C00327189,,D000029628,Value in Electing Women PAC,5000,5000,0,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00042056,2024,lesko-debbie
"         ",,"          ",Degreen Capital Management,4300,0,4300,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00042056,2024,lesko-debbie
"         ",,D000022086,Livingston Group,4050,0,4050,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00042056,2024,lesko-debbie
C00257329,,D000000485,Procter & Gamble,4000,4000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00042056,2024,lesko-debbie
C00186288,,D000000079,Verizon Communications,4000,4000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00042056,2024,lesko-debbie
,,,,,,,,,,,,,N00042056,2024,lesko-debbie
C00372979,,D000028509,Radiance Technologies,47100,0,47100,2024-05-21 00:00:00 +0000,1,x," ",0,D000028509,N00047972,2024,letlow-julia
"         ",,D000095235,Mmr Group,39300,0,39300,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00047972,2024,letlow-julia
"         ",,D000021939,Cornerstone Government Affairs,24900,0,24900,2024-05-21 00:00:00 +0000,3," ",x,0,D000021939,N00047972,2024,letlow-julia
"         ",,D000056155,River Birch Inc,23200,0,23200,2024-05-21 00:00:00 +0000,4,x," ",0,D000056155,N00047972,2024,letlow-julia
"         ",,D000032228,Cajun Industries,21800,0,21800,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00047972,2024,letlow-julia
"         ",,D000108192,A&E Office Machines,20000,0,20000,2024-05-21 00:00:00 +0000,6," "," ",0,"          ",N00047972,2024,letlow-julia
C00039578,,D000000433,Council of Insurance Agents & Brokers,17500,17500,0,2024-05-21 00:00:00 +0000,7,x," ",0,D000000433,N00047972,2024,letlow-julia
C00327189,,D000029628,Value in Electing Women PAC,15000,15000,0,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00047972,2024,letlow-julia
"         ",,"          ",Ltc Pharmacy Management,14900,0,14900,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00047972,2024,letlow-julia
"         ",,D000092393,Gordon McKernan Injury Attorneys,14200,0,14200,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00047972,2024,letlow-julia
"         ",,D000022255,Sn Servicing Corp,13900,0,13900,2024-05-21 00:00:00 +0000,11," "," ",0,"          ",N00047972,2024,letlow-julia
C00236489,,D000000186,Koch Industries,13500,13500,0,2024-05-21 00:00:00 +0000,12,x," ",0,D000000186,N00047972,2024,letlow-julia
"         ",,D000077947,"Hunt, Guillot & Assoc",12600,0,12600,2024-05-21 00:00:00 +0000,13," "," ",0,"          ",N00047972,2024,letlow-julia
C00826768,,"          ",Lifemark PAC,12500,12500,0,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00047972,2024,letlow-julia
"         ",,"          ",Petro Land Services South LLC,12100,0,12100,2024-05-21 00:00:00 +0000,15," "," ",0,"          ",N00047972,2024,letlow-julia
"         ",,D000020995,UBS AG,11250,10000,1250,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00047972,2024,letlow-julia
C00433060,,D000029531,Republican Governance Group,11000,11000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00047972,2024,letlow-julia
