pacid,affiliateid,orgid,ultorg,total,pacs,indivs,releasedate,rank,client,registrant,numlobbyists,loborgid,cid,cycle,name
C70000666,,D000000102,United Steelworkers,10000,10000,0,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00042706,2024,scanlon-mary-gay
C00142711,,D000000100,Boeing Co,9500,9500,0,2024-05-21 00:00:00 +0000,15," "," ",0,"          ",N00042706,2024,scanlon-mary-gay
C00248716,,D000000461,Comcast Corp,9125,7500,1625,2024-05-21 00:00:00 +0000,16,x," ",0,D000000461,N00042706,2024,scanlon-mary-gay
C00238725,,D000000285,National Air Traffic Controllers Assn,8500,8500,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00042706,2024,scanlon-mary-gay
C00364133,,D000021963,Duane Morris LLP,8425,1500,6925,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00042706,2024,scanlon-mary-gay
C00024521,,D000000065,American Assn for Justice,7500,7500,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00042706,2024,scanlon-mary-gay
C00003632,,D000000302,Bricklayers Union,7500,7500,0,2024-05-21 00:00:00 +0000,19,x," ",0,D000000302,N00042706,2024,scanlon-mary-gay
C00109595,,"          ",CWA Local 13000,7500,7500,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00042706,2024,scanlon-mary-gay
C70001979,,D000000066,"Teamsters Union                         ",7500,7500,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00042706,2024,scanlon-mary-gay
,,,,,,,,,,,,,N00042706,2024,scanlon-mary-gay
"         ",,D000037797,"State of Illinois                       ",30155,0,30155,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00004724,2024,schakowsky-jan
"         ",,D000022194,Power Rogers LLP,29800,0,29800,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00004724,2024,schakowsky-jan
C90011172,,D000000061,American Federation of State/Cnty/Munic Employees,20000,20000,0,2024-05-21 00:00:00 +0000,3,x," ",0,D000000061,N00004724,2024,schakowsky-jan
C00002089,,D000000075,Communications Workers of America,20000,20000,0,2024-05-21 00:00:00 +0000,3,x," ",0,D000000075,N00004724,2024,schakowsky-jan
"         ",,D000021935,Cooney & Conway,17500,0,17500,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00004724,2024,schakowsky-jan
C00007542,,D000071033,"Sheet Metal, Air, Rail & Transportation Union",15000,15000,0,2024-05-21 00:00:00 +0000,6,x," ",0,D000071033,N00004724,2024,schakowsky-jan
"         ",,D000032837,Construction Aggregates Corp,13400,0,13400,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00004724,2024,schakowsky-jan
"         ",,D000107128,Wessex 504 Corp,13300,0,13300,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00004724,2024,schakowsky-jan
"         ",,D000021849,Ariel Investments,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00004724,2024,schakowsky-jan
"         ",,D000021919,Clifford Law Offices,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00004724,2024,schakowsky-jan
"         ",,D000088330,Namtor Inc,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00004724,2024,schakowsky-jan
C00024521,,D000000065,American Assn for Justice,12500,12500,0,2024-05-21 00:00:00 +0000,12,x,x,0,D000000065,N00004724,2024,schakowsky-jan
C00441949,,"          ",JStreetPAC,11350,3500,7850,2024-05-21 00:00:00 +0000,13," "," ",0,"          ",N00004724,2024,schakowsky-jan
"         ",,D000030661,University of Illinois,11180,0,11180,2024-05-21 00:00:00 +0000,14,x," ",0,D000030661,N00004724,2024,schakowsky-jan
"         ",,"          ",Chicago Cred,10800,0,10800,2024-05-21 00:00:00 +0000,15," "," ",0,"          ",N00004724,2024,schakowsky-jan
C00580068,,D000069975,"Progressive Turnout Project                       ",10500,10500,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00004724,2024,schakowsky-jan
C00621912,,"          ",1-800 Contacts,10000,10000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00004724,2024,schakowsky-jan
C00173153,,D000000349,American Assn of Nurse Anesthesiology,10000,10000,0,2024-05-21 00:00:00 +0000,17,x," ",0,D000000349,N00004724,2024,schakowsky-jan
C00024968,,D000000194,American Optometric Assn,10000,10000,0,2024-05-21 00:00:00 +0000,17,x," ",0,D000000194,N00004724,2024,schakowsky-jan
C00027342,,D000000069,International Brotherhood of Electrical Workers,10000,10000,0,2024-05-21 00:00:00 +0000,17,x," ",0,D000000069,N00004724,2024,schakowsky-jan
C70002563,,D000000062,National Assn of Realtors,10000,10000,0,2024-05-21 00:00:00 +0000,17,x," ",0,D000000062,N00004724,2024,schakowsky-jan
C00004036,,D000000077,Service Employees International Union,10000,5000,5000,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00004724,2024,schakowsky-jan
C00098061,,D000000619,Target Corp,10000,5000,5000,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00004724,2024,schakowsky-jan
C00590471,,"          ",UFCW Local 881,10000,10000,0,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00004724,2024,schakowsky-jan
C00004861,,D000022292,UNITE HERE,10000,10000,0,2024-05-21 00:00:00 +0000,17,x," ",0,D000022292,N00004724,2024,schakowsky-jan
,,,,,,,,,,,,,N00004724,2024,schakowsky-jan
C00426775,,D000000672,Charter Communications,90500,40000,50500,2024-05-21 00:00:00 +0000,1,x," ",3,D000000672,N00028138,2024,schatz-brian
"         ",,D000088018,Clarkson Aerospace,56600,0,56600,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00028138,2024,schatz-brian
C00009985,,D000000202,National Assn of Broadcasters,45000,35500,9500,2024-05-21 00:00:00 +0000,3,x," ",2,D000000202,N00028138,2024,schatz-brian
C00330647,,"          ",DISH Network,44200,30000,14200,2024-05-21 00:00:00 +0000,4,x," ",1,D000000535,N00028138,2024,schatz-brian
C00248716,,D000000461,Comcast Corp,44100,37500,6600,2024-05-21 00:00:00 +0000,5,x," ",2,D000000461,N00028138,2024,schatz-brian
"         ",,D000068512,Emerson Collective,42900,0,42900,2024-05-21 00:00:00 +0000,6,x," ",0,D000068512,N00028138,2024,schatz-brian
C00456939,,"          ",Hawaiian Airlines,40633,32500,8133,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00028138,2024,schatz-brian
C00147173,,D000000356,Wine & Spirits Wholesalers of America,40000,40000,0,2024-05-21 00:00:00 +0000,8,x," ",0,D000000356,N00028138,2024,schatz-brian
C70002563,,D000000062,National Assn of Realtors,38052,33552,4500,2024-05-21 00:00:00 +0000,9,x," ",1,D000000062,N00028138,2024,schatz-brian
C00035451,,D000000117,Air Line Pilots Assn,35000,35000,0,2024-05-21 00:00:00 +0000,10,x," ",0,D000000117,N00028138,2024,schatz-brian
C00004812,,D000000309,Mortgage Bankers Assn,35000,35000,0,2024-05-21 00:00:00 +0000,10,x," ",1,D000000309,N00028138,2024,schatz-brian
C00130773,,D000000755,National Multifamily Housing Council,35000,35000,0,2024-05-21 00:00:00 +0000,10,x," ",0,D000000755,N00028138,2024,schatz-brian
C00010082,,D000022131,NCTA The Internet & Television Assn,35000,35000,0,2024-05-21 00:00:00 +0000,10,x," ",1,D000022131,N00028138,2024,schatz-brian
C00325092,,D000064813,Huntington Ingalls Industries,34500,34500,0,2024-05-21 00:00:00 +0000,14,x," ",1,D000064813,N00028138,2024,schatz-brian
C00109017,,D000000076,AT&T Inc,34005,34000,5,2024-05-21 00:00:00 +0000,15,x," ",2,D000000076,N00028138,2024,schatz-brian
C00564377,,"          ",Chugach Alaska,33250,33000,250,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00028138,2024,schatz-brian
C00096156,,D000000334,Honeywell International,32525,30500,2025,2024-05-21 00:00:00 +0000,17,x," ",2,D000000334,N00028138,2024,schatz-brian
C00388827,,D000066716,Rock Holdings,31500,11000,20500,2024-05-21 00:00:00 +0000,18,x," ",0,D000066716,N00028138,2024,schatz-brian
C00078451,,D000000165,General Dynamics,30075,30000,75,2024-05-21 00:00:00 +0000,19,x," ",2,D000000165,N00028138,2024,schatz-brian
C00211318,,D000000131,Deloitte LLP,30000,30000,0,2024-05-21 00:00:00 +0000,20,x,x,0,D000000131,N00028138,2024,schatz-brian
,,,,,,,,,,,,,N00028138,2024,schatz-brian
"         ",,D000000406,"University of California                ",86665,0,86665,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00009585,2024,schiff-adam
C00019653,,D000000239,Edison International,60178,0,60178,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00009585,2024,schiff-adam
"         ",,D000000812,State of California,38287,0,38287,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00009585,2024,schiff-adam
"         ",,D000065720,McArthurglen Group,29600,0,29600,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00009585,2024,schiff-adam
C00197749,,D000000128,"Walt Disney Co                          ",29422,0,29422,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00009585,2024,schiff-adam
"         ",,D000034986,Kaiser Permanente,27847,0,27847,2024-05-21 00:00:00 +0000,6," "," ",0,"          ",N00009585,2024,schiff-adam
C00027342,,D000000069,International Brotherhood of Electrical Workers,26832,25000,1832,2024-05-21 00:00:00 +0000,7,x," ",0,D000000069,N00009585,2024,schiff-adam
C70005798,,D000110775,America's Credit Unions,26304,25000,1304,2024-05-21 00:00:00 +0000,8,x," ",0,D000000136,N00009585,2024,schiff-adam
C00029504,,D000000139,"Operating Engineers Union               ",25053,25000,53,2024-05-21 00:00:00 +0000,9,x," ",0,D000000139,N00009585,2024,schiff-adam
C00032995,,D000000203,Amalgamated Transit Union,25000,25000,0,2024-05-21 00:00:00 +0000,10,x," ",0,D000000203,N00009585,2024,schiff-adam
C70003108,,D000000135,International Assn of Fire Fighters,25000,25000,0,2024-05-21 00:00:00 +0000,10,x," ",0,D000000135,N00009585,2024,schiff-adam
"         ",,D000031563,Another Planet Entertainment,24625,0,24625,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00009585,2024,schiff-adam
"         ",,D000070384,Hueston Hennigan Llp,24625,0,24625,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00009585,2024,schiff-adam
C00719393,,D000094854,Warner Brothers Discovery,22037,0,22037,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00009585,2024,schiff-adam
"         ",,D000062373,"McGinn, Montoya et al",21991,0,21991,2024-05-21 00:00:00 +0000,15," "," ",0,"          ",N00009585,2024,schiff-adam
C70001979,,D000000066,Teamsters Union,21182,20000,1182,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00009585,2024,schiff-adam
"         ",,D000000750,"Stanford University                     ",21159,0,21159,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00009585,2024,schiff-adam
"         ",,D000033992,Generation Investment Management,21000,0,21000,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00009585,2024,schiff-adam
C00731000,,D000068058,Airbnb Inc,20731,0,20731,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00009585,2024,schiff-adam
C00344754,,D000000686,"Gibson, Dunn & Crutcher",20465,0,20465,2024-05-21 00:00:00 +0000,20," "," ",0,"          ",N00009585,2024,schiff-adam
,,,,,,,,,,,,,N00009585,2024,schiff-adam
C00448696,,D000028985,Senate Conservatives Fund,107333,5000,102333,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00048414,2024,schmitt-eric
"         ",,D000051780,Herzog,102000,15000,87000,2024-05-21 00:00:00 +0000,2,x," ",0,D000051780,N00048414,2024,schmitt-eric
C00027466,,"          ",National Republican Senatorial Cmte,51200,51200,0,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00048414,2024,schmitt-eric
C00442913,,D000024518,Burns & McDonnell,45650,7500,38150,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00048414,2024,schmitt-eric
C00424382,,D000026558,Husch Blackwell LLP,44235,9500,34735,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00048414,2024,schmitt-eric
"         ",,D000033165,Diamond Pet Foods,37700,0,37700,2024-05-21 00:00:00 +0000,6," "," ",0,"          ",N00048414,2024,schmitt-eric
"         ",,D000042214,Crawford Group,33300,15000,18300,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00048414,2024,schmitt-eric
"         ",,D000036995,Red Apple Group,26100,0,26100,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00048414,2024,schmitt-eric
C00206136,,D000023888,"Ameren Corp                             ",26020,15000,11020,2024-05-21 00:00:00 +0000,9,x," ",1,D000023888,N00048414,2024,schmitt-eric
"         ",,D000000109,Blue Cross/Blue Shield,25250,25000,250,2024-05-21 00:00:00 +0000,10,x," ",0,D000000109,N00048414,2024,schmitt-eric
C00247403,,D000022158,NorPAC,23700,0,23700,2024-05-21 00:00:00 +0000,11," "," ",0,"          ",N00048414,2024,schmitt-eric
"         ",,"          ",Ketchmark & McCreight,23200,0,23200,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00048414,2024,schmitt-eric
"         ",,D000036976,Rdv Corp,23200,0,23200,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00048414,2024,schmitt-eric
"         ",,"          ",Wood Land & Cattle,23200,0,23200,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00048414,2024,schmitt-eric
C00009985,,D000000202,National Assn of Broadcasters,22900,15000,7900,2024-05-21 00:00:00 +0000,15,x," ",0,D000000202,N00048414,2024,schmitt-eric
"         ",,D000032957,Crossland Construction,22300,0,22300,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00048414,2024,schmitt-eric
C00300178,,D000019743,Wells Fargo,22100,10000,12100,2024-05-21 00:00:00 +0000,17,x," ",0,D000019743,N00048414,2024,schmitt-eric
"         ",,"          ",Broadview Capital,21600,0,21600,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00048414,2024,schmitt-eric
"         ",,D000066680,Cliftonlarsonallen,21600,0,21600,2024-05-21 00:00:00 +0000,18,x," ",0,D000066680,N00048414,2024,schmitt-eric
"         ",,D000094024,Tegethoff Development,21600,0,21600,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00048414,2024,schmitt-eric
,,,,,,,,,,,,,N00048414,2024,schmitt-eric
C00797670,,D000046963,American Israel Public Affairs Cmte,25340,10000,15340,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00033101,2024,schneider-brad
C00040279,,D000000383,Abbott Laboratories,20213,20000,213,2024-05-21 00:00:00 +0000,2,x," ",0,D000000383,N00033101,2024,schneider-brad
"         ",,D000031668,Associated Agencies,19800,0,19800,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00033101,2024,schneider-brad
"         ",,D000022025,Henry Crown & Co,19800,0,19800,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00033101,2024,schneider-brad
"         ",,D000035821,Mesirow Financial,19100,0,19100,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00033101,2024,schneider-brad
C00039578,,D000000433,Council of Insurance Agents & Brokers,17500,17500,0,2024-05-21 00:00:00 +0000,6,x," ",0,D000000433,N00033101,2024,schneider-brad
"         ",,D000000811,Kirkland & Ellis,17200,0,17200,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00033101,2024,schneider-brad
C00350744,,D000000085,Goldman Sachs,15700,1000,14700,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00033101,2024,schneider-brad
C00284885,,D000000419,Home Depot,15002,15000,2,2024-05-21 00:00:00 +0000,9,x," ",0,D000000419,N00033101,2024,schneider-brad
C00076299,,D000023666,CME Group,15000,15000,0,2024-05-21 00:00:00 +0000,10,x," ",1,D000023666,N00033101,2024,schneider-brad
C00096156,,D000000334,Honeywell International,15000,15000,0,2024-05-21 00:00:00 +0000,10,x," ",0,D000000334,N00033101,2024,schneider-brad
C70002563,,D000000062,National Assn of Realtors,15000,15000,0,2024-05-21 00:00:00 +0000,10,x," ",0,D000000062,N00033101,2024,schneider-brad
"         ",,D000072298,Paragon Biosciences,14200,0,14200,2024-05-21 00:00:00 +0000,13," "," ",0,"          ",N00033101,2024,schneider-brad
"         ",,D000020995,UBS AG,14000,12500,1500,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00033101,2024,schneider-brad
C00351270,,D000022249,Sidley Austin LLP,13700,0,13700,2024-05-21 00:00:00 +0000,15," "," ",0,"          ",N00033101,2024,schneider-brad
C00106146,,D000000116,American Hospital Assn,13000,13000,0,2024-05-21 00:00:00 +0000,16,x," ",0,D000000116,N00033101,2024,schneider-brad
C00035451,,D000000117,Air Line Pilots Assn,12500,12500,0,2024-05-21 00:00:00 +0000,17,x," ",0,D000000117,N00033101,2024,schneider-brad
C00128512,,D000000103,JPMorgan Chase & Co,12500,3000,9500,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00033101,2024,schneider-brad
C00303339,,D000000606,National Assn of Real Estate Investment Trusts,12500,12500,0,2024-05-21 00:00:00 +0000,17,x," ",0,D000000606,N00033101,2024,schneider-brad
C00848093,,D000000249,New York Life Insurance,12500,12500,0,2024-05-21 00:00:00 +0000,17,x," ",0,D000000249,N00033101,2024,schneider-brad
,,,,,,,,,,,,,N00033101,2024,schneider-brad
"         ",,D000096252,"Miller, Johnson et al",35000,0,35000,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00044885,2024,scholten-hillary
C00574970,,"          ",Fair Shot PAC,23200,10000,13200,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00044885,2024,scholten-hillary
"         ",,D000096290,Sterling Group (Michigan),20000,0,20000,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00044885,2024,scholten-hillary
C70000666,,D000000102,United Steelworkers,20000,20000,0,2024-05-21 00:00:00 +0000,3,x," ",0,D000000102,N00044885,2024,scholten-hillary
"         ",,D000037804,"State of Michigan                       ",19925,0,19925,2024-05-21 00:00:00 +0000,5,x," ",0,D000037804,N00044885,2024,scholten-hillary
"         ",,D000061035,Dover Development,18400,0,18400,2024-05-21 00:00:00 +0000,6," "," ",0,"          ",N00044885,2024,scholten-hillary
C70000492,,D000000064,National Education Assn,16767,10000,6767,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00044885,2024,scholten-hillary
"         ",,D000102798,Corewell Health,14379,0,14379,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00044885,2024,scholten-hillary
"         ",,D000094576,Jacobs Investment Co,13200,0,13200,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00044885,2024,scholten-hillary
C00346353,,"          ",CRH Americas,12500,12500,0,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00044885,2024,scholten-hillary
"         ",,D000030671,University of Michigan,12308,0,12308,2024-05-21 00:00:00 +0000,11," "," ",0,"          ",N00044885,2024,scholten-hillary
"         ",,D000000406,University of California,12114,0,12114,2024-05-21 00:00:00 +0000,12," "," ",0,"          ",N00044885,2024,scholten-hillary
C00238725,,D000000285,National Air Traffic Controllers Assn,12000,12000,0,2024-05-21 00:00:00 +0000,13,x," ",0,D000000285,N00044885,2024,scholten-hillary
"         ",,D000107793,Nyman Turkish Pc,11600,0,11600,2024-05-21 00:00:00 +0000,14," "," ",0,"          ",N00044885,2024,scholten-hillary
C00027342,,D000000069,International Brotherhood of Electrical Workers,10310,10000,310,2024-05-21 00:00:00 +0000,15," "," ",0,"          ",N00044885,2024,scholten-hillary
C00032995,,D000000203,Amalgamated Transit Union,10000,10000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00044885,2024,scholten-hillary
C70005798,,D000110775,America's Credit Unions,10000,10000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00044885,2024,scholten-hillary
C00110338,,D000000219,American Crystal Sugar,10000,10000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00044885,2024,scholten-hillary
C90011172,,D000000061,American Federation of State/Cnty/Munic Employees,10000,10000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00044885,2024,scholten-hillary
C00028860,,D000000083,American Federation of Teachers,10000,10000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00044885,2024,scholten-hillary
C00797670,,D000046963,American Israel Public Affairs Cmte,10000,10000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00044885,2024,scholten-hillary
C00271338,,D000000574,AmeriPAC: The Fund for a Greater America,10000,10000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00044885,2024,scholten-hillary
C00573709,,"          ",CA-LUV PAC,10000,10000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00044885,2024,scholten-hillary
C00001016,,D000000073,Carpenters & Joiners Union,10000,10000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00044885,2024,scholten-hillary
C00375584,,D000021820,Great Lakes PAC,10000,10000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00044885,2024,scholten-hillary
C00617803,,"          ",Jobs Education & Families First,10000,10000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00044885,2024,scholten-hillary
C00507574,,"          ",Motor City PAC,10000,10000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00044885,2024,scholten-hillary
C00029504,,D000000139,"Operating Engineers Union               ",10000,10000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00044885,2024,scholten-hillary
C00344234,,D000000520,PAC to the Future,10000,10000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00044885,2024,scholten-hillary
C00012476,,D000000120,Plumbers/Pipefitters Union,10000,10000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00044885,2024,scholten-hillary
C00488387,,D000065813,Tri-State Maxed Out Women,10000,10000,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00044885,2024,scholten-hillary
,,,,,,,,,,,,,N00044885,2024,scholten-hillary
"         ",,D000022297,University Of Washington,66786,0,66786,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00041606,2024,schrier-kim
C00227546,,D000000115,"Microsoft Corp                          ",45500,1000,44500,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00041606,2024,schrier-kim
C00574970,,"          ",Fair Shot PAC,23200,10000,13200,2024-05-21 00:00:00 +0000,3," "," ",0,"          ",N00041606,2024,schrier-kim
"         ",,D000000703,Costco Wholesale,20121,0,20121,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00041606,2024,schrier-kim
"         ",,D000035437,Lone Pine Capital,19800,0,19800,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00041606,2024,schrier-kim
"         ",,"          ",Rarecyte Inc,19800,0,19800,2024-05-21 00:00:00 +0000,5," "," ",0,"          ",N00041606,2024,schrier-kim
"         ",,D000033486,Epic Systems,17200,0,17200,2024-05-21 00:00:00 +0000,7," "," ",0,"          ",N00041606,2024,schrier-kim
C00360354,,D000023883,Amazon.com,16526,0,16526,2024-05-21 00:00:00 +0000,8," "," ",0,"          ",N00041606,2024,schrier-kim
"         ",,D000034986,Kaiser Permanente,15216,0,15216,2024-05-21 00:00:00 +0000,9," "," ",0,"          ",N00041606,2024,schrier-kim
C00193433,,D000000113,EMILY's List,14983,5000,9983,2024-05-21 00:00:00 +0000,10," "," ",0,"          ",N00041606,2024,schrier-kim
"         ",,"          ",D4 LLC,13200,0,13200,2024-05-21 00:00:00 +0000,11," "," ",0,"          ",N00041606,2024,schrier-kim
"         ",,D000043476,Medley Partners,13200,0,13200,2024-05-21 00:00:00 +0000,11," "," ",0,"          ",N00041606,2024,schrier-kim
"         ",,D000087351,Pivotal Ventures,13200,0,13200,2024-05-21 00:00:00 +0000,11," "," ",0,"          ",N00041606,2024,schrier-kim
"         ",,D000090788,Vance Corp,13200,0,13200,2024-05-21 00:00:00 +0000,11," "," ",0,"          ",N00041606,2024,schrier-kim
"         ",,D000000552,Paloma Partners,13100,0,13100,2024-05-21 00:00:00 +0000,15," "," ",0,"          ",N00041606,2024,schrier-kim
C00519371,,D000074392,Society for Cardiovascular Angiography,12500,12500,0,2024-05-21 00:00:00 +0000,16," "," ",0,"          ",N00041606,2024,schrier-kim
C00142711,,D000000100,Boeing Co,12277,0,12277,2024-05-21 00:00:00 +0000,17," "," ",0,"          ",N00041606,2024,schrier-kim
"         ",,D000031906,"Bendich, Stobaugh & Strong",11850,0,11850,2024-05-21 00:00:00 +0000,18," "," ",0,"          ",N00041606,2024,schrier-kim
C00435933,,D000023904,American Academy of Neurology,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00041606,2024,schrier-kim
C00343459,,D000021829,American College of Radiology,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00041606,2024,schrier-kim
C90011172,,D000000061,American Federation of State/Cnty/Munic Employees,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00041606,2024,schrier-kim
C00028860,,D000000083,American Federation of Teachers,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00041606,2024,schrier-kim
C00255752,,D000000199,American Society of Anesthesiologists,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00041606,2024,schrier-kim
C00271338,,D000000574,AmeriPAC: The Fund for a Greater America,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00041606,2024,schrier-kim
C00629576,,"          ",Build Our Movement,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00041606,2024,schrier-kim
C00573709,,"          ",CA-LUV PAC,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00041606,2024,schrier-kim
C00027342,,D000000069,International Brotherhood of Electrical Workers,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00041606,2024,schrier-kim
C00617803,,"          ",Jobs Education & Families First,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00041606,2024,schrier-kim
C70000492,,D000000064,National Education Assn,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00041606,2024,schrier-kim
C00029504,,D000000139,Operating Engineers Union,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00041606,2024,schrier-kim
C00344234,,D000000520,PAC to the Future,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00041606,2024,schrier-kim
C00007542,,D000071033,"Sheet Metal, Air, Rail & Transportation Union",10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00041606,2024,schrier-kim
C00325936,,D000022257,Society of Thoracic Surgeons,10000,10000,0,2024-05-21 00:00:00 +0000,19," "," ",0,"          ",N00041606,2024,schrier-kim
,,,,,,,,,,,,,N00041606,2024,schrier-kim
C00797670,,D000046963,American Israel Public Affairs Cmte,94268,10000,84268,2024-05-21 00:00:00 +0000,1," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
"         ",,D000027198,Leon Medical Centers,92300,0,92300,2024-05-21 00:00:00 +0000,2," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
C00217877,,D000022262,Southern Glazer's Wine & Spirits,56400,20000,36400,2024-05-21 00:00:00 +0000,3,x," ",0,D000022262,N00026106,2024,schultz-debbie-wasserman
"         ",,D000030517,Tremont Partners,23200,0,23200,2024-05-21 00:00:00 +0000,4," "," ",0,"          ",N00026106,2024,schultz-debbie-wasserman
C00271007,,D000000652,Humana Inc,20045,20000,45,2024-05-21 00:00:00 +0000,5,x," ",0,D000000652,N00026106,2024,schultz-debbie-wasserman
